# 现代汉语语料库汉字频率表
# 语料规模：2000万字 ，只列入出现次数大于5次的字
# 制作：www.cncorpus.org 语料库在线网站
汉字,排名,出现次数,频率（%）,累积频率（%）
旗,1328,1386.0,0.0089,93.39810000000021
潜,1329,1384.0,0.0089,93.40700000000021
鼻,1330,1382.0,0.0089,93.4159000000002
忆,1331,1378.0,0.0089,93.4248000000002
湾,1332,1376.0,0.0088,93.4336000000002
绩,1333,1374.0,0.0088,93.44240000000019
恰,1334,1371.0,0.0088,93.45120000000018
坦,1335,1368.0,0.0088,93.46000000000018
怒,1336,1365.0,0.0088,93.46880000000017
震,1337,1363.0,0.0088,93.47760000000017
豆,1338,1362.0,0.0088,93.48640000000016
插,1339,1357.0,0.0087,93.49510000000016
戴,1340,1357.0,0.0087,93.50380000000017
涉,1341,1356.0,0.0087,93.51250000000017
绘,1342,1356.0,0.0087,93.52120000000018
瓦,1343,1356.0,0.0087,93.52990000000018
龄,1344,1355.0,0.0087,93.54730000000019
池,1345,1355.0,0.0087,93.53860000000019
沟,1346,1350.0,0.0087,93.5560000000002
呵,1347,1349.0,0.0087,93.5647000000002
伍,1348,1347.0,0.0087,93.5734000000002
氢,1349,1345.0,0.0087,93.58210000000021
拥,1350,1344.0,0.0086,93.59070000000021
乘,1351,1344.0,0.0086,93.59930000000021
吉,1352,1343.0,0.0086,93.60790000000021
尺,1353,1342.0,0.0086,93.63370000000022
朱,1354,1342.0,0.0086,93.62510000000022
蒸,1355,1342.0,0.0086,93.61650000000022
舍,1356,1342.0,0.0086,93.64230000000022
贡,1357,1337.0,0.0086,93.65090000000022
糊,1358,1335.0,0.0086,93.65950000000022
梁,1359,1335.0,0.0086,93.66810000000022
漫,1360,1333.0,0.0086,93.67670000000022
腾,1361,1330.0,0.0086,93.68530000000023
症,1362,1329.0,0.0085,93.69380000000022
丈,1363,1328.0,0.0085,93.70230000000022
钻,1364,1320.0,0.0085,93.71080000000022
磨,1365,1319.0,0.0085,93.71930000000022
井,1366,1318.0,0.0085,93.72780000000022
艰,1367,1318.0,0.0085,93.73630000000021
键,1368,1317.0,0.0085,93.74480000000021
绕,1369,1315.0,0.0085,93.75330000000021
幕,1370,1314.0,0.0085,93.7618000000002
斤,1371,1311.0,0.0084,93.7702000000002
污,1372,1307.0,0.0084,93.7786000000002
贝,1373,1306.0,0.0084,93.78700000000019
冒,1374,1305.0,0.0084,93.79540000000019
阔,1375,1305.0,0.0084,93.80380000000018
胆,1376,1302.0,0.0084,93.81220000000017
渡,1377,1300.0,0.0084,93.82900000000016
碍,1378,1300.0,0.0084,93.82060000000017
崇,1379,1299.0,0.0084,93.83740000000016
愈,1380,1299.0,0.0084,93.84580000000015
岩,1381,1298.0,0.0083,93.85410000000016
玻,1382,1298.0,0.0083,93.86240000000016
碎,1383,1297.0,0.0083,93.87070000000017
宪,1384,1296.0,0.0083,93.87900000000018
俄,1385,1290.0,0.0083,93.88730000000018
障,1386,1284.0,0.0083,93.89560000000019
融,1387,1283.0,0.0083,93.90390000000019
贸,1388,1282.0,0.0082,93.9121000000002
耐,1389,1279.0,0.0082,93.9203000000002
届,1390,1279.0,0.0082,93.9285000000002
寄,1391,1277.0,0.0082,93.9367000000002
荡,1392,1276.0,0.0082,93.9449000000002
币,1393,1273.0,0.0082,93.96130000000021
俩,1394,1273.0,0.0082,93.96950000000021
卵,1395,1273.0,0.0082,93.9531000000002
弃,1396,1272.0,0.0082,93.97770000000021
悄,1397,1270.0,0.0082,93.98590000000021
偶,1398,1269.0,0.0082,93.99410000000022
纵,1399,1269.0,0.0082,94.00230000000022
陷,1400,1269.0,0.0082,94.01050000000022
坡,1401,1268.0,0.0082,94.01870000000022
勤,1402,1263.0,0.0081,94.02680000000022
享,1403,1262.0,0.0081,94.03490000000022
塑,1404,1262.0,0.0081,94.04300000000022
膜,1405,1261.0,0.0081,94.05110000000022
铜,1406,1257.0,0.0081,94.05920000000022
拖,1407,1251.0,0.008,94.06720000000021
暖,1408,1251.0,0.008,94.07520000000021
稍,1409,1250.0,0.008,94.0832000000002
摩,1410,1249.0,0.008,94.0912000000002
硫,1411,1243.0,0.008,94.0992000000002
哩,1412,1242.0,0.008,94.10720000000019
乌,1413,1241.0,0.008,94.11520000000019
循,1414,1240.0,0.008,94.12320000000018
妙,1415,1239.0,0.008,94.13120000000018
疾,1416,1238.0,0.008,94.13920000000017
肩,1417,1236.0,0.0079,94.14710000000018
炎,1418,1235.0,0.0079,94.15500000000019
偷,1419,1234.0,0.0079,94.16290000000019
赤,1420,1233.0,0.0079,94.1708000000002
灾,1421,1233.0,0.0079,94.1787000000002
恒,1422,1230.0,0.0079,94.18660000000021
孤,1423,1228.0,0.0079,94.19450000000022
仁,1424,1228.0,0.0079,94.20240000000022
腔,1425,1228.0,0.0079,94.21030000000023
杯,1426,1226.0,0.0079,94.21820000000024
乃,1427,1225.0,0.0079,94.22610000000024
稀,1428,1222.0,0.0079,94.23400000000025
恢,1429,1222.0,0.0079,94.24190000000026
违,1430,1220.0,0.0078,94.24970000000026
伊,1431,1217.0,0.0078,94.25750000000026
挺,1432,1215.0,0.0078,94.26530000000027
乙,1433,1210.0,0.0078,94.27310000000027
拜,1434,1206.0,0.0078,94.28090000000027
焦,1435,1205.0,0.0077,94.28860000000027
锋,1436,1204.0,0.0077,94.29630000000027
铺,1437,1203.0,0.0077,94.31170000000027
颗,1438,1203.0,0.0077,94.30400000000027
滑,1439,1201.0,0.0077,94.31940000000027
敏,1440,1194.0,0.0077,94.32710000000027
洁,1441,1190.0,0.0077,94.33480000000027
嘛,1442,1189.0,0.0076,94.35000000000026
凝,1443,1189.0,0.0076,94.35760000000026
凉,1444,1189.0,0.0076,94.34240000000027
杜,1445,1188.0,0.0076,94.36520000000026
凭,1446,1187.0,0.0076,94.37280000000025
勒,1447,1186.0,0.0076,94.38040000000025
爆,1448,1186.0,0.0076,94.38800000000025
递,1449,1186.0,0.0076,94.39560000000024
鞋,1450,1186.0,0.0076,94.40320000000024
迁,1451,1185.0,0.0076,94.41080000000024
秦,1452,1184.0,0.0076,94.41840000000023
桂,1453,1183.0,0.0076,94.42600000000023
璃,1454,1174.0,0.0076,94.43360000000023
摄,1455,1173.0,0.0075,94.44110000000022
叹,1456,1171.0,0.0075,94.44860000000021
峰,1457,1168.0,0.0075,94.4561000000002
牧,1458,1165.0,0.0075,94.4636000000002
恨,1459,1163.0,0.0075,94.47110000000019
糖,1460,1162.0,0.0075,94.48610000000018
骂,1461,1162.0,0.0075,94.47860000000018
贴,1462,1160.0,0.0075,94.49360000000017
紫,1463,1160.0,0.0075,94.50110000000016
壤,1464,1158.0,0.0074,94.50850000000017
辛,1465,1157.0,0.0074,94.51590000000017
仰,1466,1157.0,0.0074,94.52330000000018
腐,1467,1154.0,0.0074,94.53070000000018
割,1468,1153.0,0.0074,94.53810000000018
辈,1469,1152.0,0.0074,94.54550000000019
君,1470,1151.0,0.0074,94.5529000000002
泡,1471,1149.0,0.0074,94.5603000000002
郭,1472,1146.0,0.0074,94.5677000000002
呆,1473,1141.0,0.0073,94.5750000000002
番,1474,1140.0,0.0073,94.5823000000002
励,1475,1138.0,0.0073,94.5896000000002
乳,1476,1133.0,0.0073,94.6042000000002
亿,1477,1133.0,0.0073,94.5969000000002
兼,1478,1131.0,0.0073,94.6115000000002
昨,1479,1130.0,0.0073,94.6188000000002
刊,1480,1127.0,0.0072,94.6260000000002
擦,1481,1122.0,0.0072,94.6332000000002
迟,1482,1116.0,0.0072,94.6404000000002
拔,1483,1115.0,0.0072,94.6476000000002
丹,1484,1110.0,0.0071,94.65470000000019
彼,1485,1106.0,0.0071,94.66180000000018
搬,1486,1105.0,0.0071,94.66890000000018
眉,1487,1105.0,0.0071,94.67600000000017
滴,1488,1103.0,0.0071,94.68310000000017
朵,1489,1102.0,0.0071,94.69020000000016
畜,1490,1101.0,0.0071,94.69730000000015
遵,1491,1101.0,0.0071,94.70440000000015
逻,1492,1099.0,0.0071,94.71150000000014
患,1493,1098.0,0.0071,94.72570000000013
奥,1494,1098.0,0.0071,94.71860000000014
耕,1495,1097.0,0.0071,94.73280000000013
忠,1496,1097.0,0.0071,94.73990000000012
鉴,1497,1095.0,0.007,94.74690000000012
挤,1498,1090.0,0.007,94.75390000000013
滚,1499,1089.0,0.007,94.76090000000013
壳,1500,1087.0,0.007,94.76790000000014
厅,1501,1084.0,0.007,94.77490000000014
旦,1502,1083.0,0.007,94.78190000000015
炸,1503,1082.0,0.007,94.79590000000016
塔,1504,1082.0,0.007,94.78890000000015
频,1505,1081.0,0.007,94.80290000000016
弯,1506,1081.0,0.007,94.80990000000017
狂,1507,1080.0,0.0069,94.81680000000017
陶,1508,1079.0,0.0069,94.82370000000017
晓,1509,1078.0,0.0069,94.83060000000017
柳,1510,1074.0,0.0069,94.83750000000018
炉,1511,1073.0,0.0069,94.84440000000018
宏,1512,1069.0,0.0069,94.85130000000018
愤,1513,1067.0,0.0069,94.85820000000018
瞧,1514,1066.0,0.0069,94.86510000000018
箱,1515,1065.0,0.0068,94.87190000000018
扑,1516,1064.0,0.0068,94.87870000000018
暂,1517,1061.0,0.0068,94.88550000000018
盆,1518,1060.0,0.0068,94.89230000000018
瓶,1519,1058.0,0.0068,94.89910000000017
柱,1520,1056.0,0.0068,94.90590000000017
辉,1521,1055.0,0.0068,94.91270000000017
雅,1522,1054.0,0.0068,94.91950000000017
衰,1523,1053.0,0.0068,94.92630000000017
洛,1524,1050.0,0.0068,94.93310000000017
朗,1525,1047.0,0.0067,94.93980000000016
琴,1526,1046.0,0.0067,94.94650000000016
腹,1527,1045.0,0.0067,94.95320000000015
牲,1528,1041.0,0.0067,94.95990000000015
黎,1529,1038.0,0.0067,94.96660000000014
肃,1530,1033.0,0.0066,94.97320000000015
雾,1531,1033.0,0.0066,94.97980000000015
冠,1532,1033.0,0.0066,94.98640000000016
伪,1533,1032.0,0.0066,94.99300000000017
幻,1534,1030.0,0.0066,94.99960000000017
仔,1535,1027.0,0.0066,95.00620000000018
杰,1536,1026.0,0.0066,95.01280000000018
烦,1537,1023.0,0.0066,95.01940000000019
悟,1538,1022.0,0.0066,95.0260000000002
荷,1539,1021.0,0.0066,95.0326000000002
晨,1540,1021.0,0.0066,95.0392000000002
甘,1541,1020.0,0.0066,95.04580000000021
饱,1542,1018.0,0.0065,95.05230000000022
飘,1543,1015.0,0.0065,95.05880000000022
芳,1544,1015.0,0.0065,95.06530000000022
肌,1545,1014.0,0.0065,95.07180000000022
舒,1546,1012.0,0.0065,95.07830000000023
惜,1547,1006.0,0.0065,95.08480000000023
丧,1548,1004.0,0.0065,95.09130000000023
肚,1549,1003.0,0.0065,95.09780000000023
灌,1550,997.0,0.0064,95.10420000000023
抑,1551,994.0,0.0064,95.11700000000023
鸣,1552,994.0,0.0064,95.11060000000023
辞,1553,993.0,0.0064,95.12340000000023
宙,1554,990.0,0.0064,95.12980000000023
邻,1555,988.0,0.0064,95.13620000000023
昌,1556,987.0,0.0063,95.14250000000023
扫,1557,986.0,0.0063,95.14880000000022
赖,1558,983.0,0.0063,95.15510000000022
泉,1559,980.0,0.0063,95.16140000000021
肠,1560,979.0,0.0063,95.16770000000021
鼠,1561,979.0,0.0063,95.1740000000002
援,1562,979.0,0.0063,95.1803000000002
墨,1563,976.0,0.0063,95.1866000000002
啥,1564,975.0,0.0063,95.1929000000002
祥,1565,972.0,0.0063,95.19920000000019
储,1566,971.0,0.0062,95.2054000000002
萨,1567,970.0,0.0062,95.21780000000021
裁,1568,970.0,0.0062,95.2116000000002
奉,1569,969.0,0.0062,95.22400000000022
傅,1570,968.0,0.0062,95.23020000000022
姿,1571,961.0,0.0062,95.23640000000023
埋,1572,961.0,0.0062,95.24260000000024
亩,1573,959.0,0.0062,95.24880000000024
犹,1574,958.0,0.0062,95.25500000000025
瓜,1575,956.0,0.0061,95.26720000000026
咬,1576,956.0,0.0061,95.26110000000025
粘,1577,955.0,0.0061,95.27940000000027
芽,1578,955.0,0.0061,95.28550000000027
吐,1579,955.0,0.0061,95.27330000000026
昆,1580,954.0,0.0061,95.29160000000027
估,1581,954.0,0.0061,95.29770000000028
租,1582,954.0,0.0061,95.30380000000028
碗,1583,953.0,0.0061,95.30990000000028
轨,1584,952.0,0.0061,95.31600000000029
稻,1585,951.0,0.0061,95.32210000000029
纲,1586,949.0,0.0061,95.3343000000003
役,1587,949.0,0.0061,95.3282000000003
勃,1588,948.0,0.0061,95.3404000000003
毁,1589,948.0,0.0061,95.3465000000003
烂,1590,948.0,0.0061,95.35260000000031
昏,1591,948.0,0.0061,95.35870000000031
隆,1592,947.0,0.0061,95.37090000000032
饰,1593,947.0,0.0061,95.36480000000032
曹,1594,946.0,0.0061,95.37700000000032
仙,1595,941.0,0.0061,95.38920000000033
夹,1596,941.0,0.0061,95.38310000000033
爹,1597,939.0,0.006,95.39520000000033
郑,1598,938.0,0.006,95.40120000000033
闲,1599,936.0,0.006,95.40720000000033
柔,1600,936.0,0.006,95.41320000000033
吓,1601,935.0,0.006,95.41920000000033
嫂,1602,934.0,0.006,95.42520000000033
巩,1603,933.0,0.006,95.43120000000033
亏,1604,931.0,0.006,95.43720000000033
帽,1605,930.0,0.006,95.44320000000033
浅,1606,930.0,0.006,95.44920000000033
详,1607,929.0,0.006,95.45520000000033
斜,1608,929.0,0.006,95.46120000000033
佳,1609,928.0,0.006,95.46720000000033
饮,1610,927.0,0.006,95.47320000000033
猫,1611,925.0,0.0059,95.47910000000033
杆,1612,923.0,0.0059,95.48500000000033
恋,1613,921.0,0.0059,95.49090000000032
凤,1614,921.0,0.0059,95.49680000000032
缝,1615,920.0,0.0059,95.50270000000032
疏,1616,919.0,0.0059,95.50860000000031
扶,1617,918.0,0.0059,95.51450000000031
厉,1618,915.0,0.0059,95.52040000000031
喷,1619,915.0,0.0059,95.5263000000003
截,1620,911.0,0.0059,95.5322000000003
扰,1621,908.0,0.0058,95.5380000000003
拨,1622,907.0,0.0058,95.54380000000029
雕,1623,906.0,0.0058,95.54960000000028
码,1624,904.0,0.0058,95.55540000000028
瑞,1625,904.0,0.0058,95.56120000000027
讯,1626,901.0,0.0058,95.56700000000026
莲,1627,899.0,0.0058,95.57280000000026
邦,1628,899.0,0.0058,95.57860000000025
贷,1629,897.0,0.0058,95.58440000000024
丢,1630,896.0,0.0058,95.59020000000024
慌,1631,895.0,0.0058,95.59600000000023
寿,1632,893.0,0.0057,95.60170000000024
毅,1633,891.0,0.0057,95.60740000000024
漂,1634,890.0,0.0057,95.61310000000024
屈,1635,890.0,0.0057,95.62450000000025
涂,1636,890.0,0.0057,95.61880000000025
蜂,1637,889.0,0.0057,95.63020000000026
猎,1638,888.0,0.0057,95.63590000000026
氯,1639,887.0,0.0057,95.64160000000027
劝,1640,886.0,0.0057,95.64730000000027
柴,1641,883.0,0.0057,95.65300000000028
悉,1642,882.0,0.0057,95.65870000000028
狠,1643,882.0,0.0057,95.66440000000028
岗,1644,881.0,0.0057,95.6758000000003
饲,1645,881.0,0.0057,95.67010000000029
祝,1646,878.0,0.0056,95.6814000000003
皆,1647,877.0,0.0056,95.6870000000003
罚,1648,873.0,0.0056,95.6926000000003
躺,1649,872.0,0.0056,95.6982000000003
桃,1650,872.0,0.0056,95.7038000000003
猴,1651,868.0,0.0056,95.7094000000003
宿,1652,867.0,0.0056,95.7150000000003
锅,1653,866.0,0.0056,95.7262000000003
胶,1654,866.0,0.0056,95.7206000000003
偿,1655,865.0,0.0056,95.7318000000003
宾,1656,863.0,0.0056,95.7374000000003
译,1657,863.0,0.0056,95.74300000000031
袭,1658,862.0,0.0055,95.7540000000003
串,1659,862.0,0.0055,95.7485000000003
申,1660,861.0,0.0055,95.7595000000003
捉,1661,858.0,0.0055,95.7705000000003
挖,1662,858.0,0.0055,95.7650000000003
窝,1663,856.0,0.0055,95.7760000000003
踏,1664,855.0,0.0055,95.78150000000029
邓,1665,855.0,0.0055,95.78700000000029
允,1666,852.0,0.0055,95.79250000000029
舌,1667,852.0,0.0055,95.79800000000029
溜,1668,851.0,0.0055,95.80350000000028
驻,1669,850.0,0.0055,95.81450000000028
膀,1670,850.0,0.0055,95.80900000000028
渔,1671,849.0,0.0055,95.82000000000028
纠,1672,848.0,0.0055,95.82550000000028
冻,1673,847.0,0.0054,95.83090000000027
扭,1674,845.0,0.0054,95.83630000000026
臣,1675,845.0,0.0054,95.84170000000026
埃,1676,841.0,0.0054,95.84710000000025
辐,1677,840.0,0.0054,95.85250000000025
闷,1678,835.0,0.0054,95.86330000000024
涨,1679,835.0,0.0054,95.85790000000024
签,1680,833.0,0.0054,95.86870000000023
秒,1681,831.0,0.0053,95.87400000000024
贺,1682,831.0,0.0053,95.87930000000024
耀,1683,831.0,0.0053,95.88460000000025
辨,1684,829.0,0.0053,95.88990000000025
燕,1685,828.0,0.0053,95.90580000000027
慰,1686,828.0,0.0053,95.90050000000026
颇,1687,828.0,0.0053,95.89520000000026
债,1688,826.0,0.0053,95.91110000000027
肺,1689,826.0,0.0053,95.91640000000028
逼,1690,826.0,0.0053,95.92170000000029
魂,1691,825.0,0.0053,95.92700000000029
匆,1692,825.0,0.0053,95.9323000000003
旺,1693,824.0,0.0053,95.9376000000003
姻,1694,823.0,0.0053,95.94290000000031
吞,1695,821.0,0.0053,95.94820000000031
甜,1696,820.0,0.0053,95.95350000000032
吨,1697,814.0,0.0052,95.95870000000032
搭,1698,812.0,0.0052,95.96390000000032
屏,1699,812.0,0.0052,95.96910000000032
掩,1700,812.0,0.0052,95.97430000000033
涌,1701,811.0,0.0052,95.97950000000033
袁,1702,807.0,0.0052,95.98470000000033
汤,1703,806.0,0.0052,95.98990000000033
岭,1704,805.0,0.0052,95.99510000000033
拟,1705,800.0,0.0051,96.00020000000033
慧,1706,799.0,0.0051,96.00530000000033
郎,1707,798.0,0.0051,96.01040000000033
瘦,1708,796.0,0.0051,96.01550000000033
阅,1709,794.0,0.0051,96.02060000000033
辆,1710,793.0,0.0051,96.02570000000033
填,1711,792.0,0.0051,96.03590000000032
袖,1712,792.0,0.0051,96.03080000000033
匀,1713,791.0,0.0051,96.04100000000032
娃,1714,791.0,0.0051,96.04610000000032
筒,1715,789.0,0.0051,96.05120000000032
豪,1716,789.0,0.0051,96.05630000000032
籍,1717,787.0,0.0051,96.06140000000032
餐,1718,786.0,0.0051,96.07160000000032
轰,1719,786.0,0.0051,96.06650000000032
尘,1720,782.0,0.005,96.07660000000031
敲,1721,781.0,0.005,96.08160000000031
帐,1722,779.0,0.005,96.0866000000003
撞,1723,776.0,0.005,96.0916000000003
钠,1724,775.0,0.005,96.10160000000029
牢,1725,775.0,0.005,96.0966000000003
肿,1726,773.0,0.005,96.10660000000028
盲,1727,773.0,0.005,96.11160000000028
腊,1728,772.0,0.005,96.11660000000028
锐,1729,771.0,0.005,96.12160000000027
返,1730,771.0,0.005,96.12660000000027
骗,1731,771.0,0.005,96.13160000000026
骑,1732,770.0,0.005,96.14660000000025
扣,1733,770.0,0.005,96.14160000000025
寺,1734,770.0,0.005,96.13660000000026
沈,1735,767.0,0.0049,96.15640000000026
醉,1736,767.0,0.0049,96.15150000000025
纹,1737,765.0,0.0049,96.16130000000027
纺,1738,764.0,0.0049,96.16620000000027
泰,1739,763.0,0.0049,96.17110000000028
盟,1740,756.0,0.0049,96.18090000000029
辟,1741,756.0,0.0049,96.17600000000029
丛,1742,755.0,0.0049,96.1858000000003
拒,1743,754.0,0.0048,96.1954000000003
忧,1744,754.0,0.0048,96.1906000000003
魏,1745,753.0,0.0048,96.20020000000031
躲,1746,752.0,0.0048,96.20500000000031
纤,1747,748.0,0.0048,96.20980000000031
肖,1748,748.0,0.0048,96.21460000000032
悬,1749,747.0,0.0048,96.22900000000033
旱,1750,747.0,0.0048,96.21940000000032
晋,1751,747.0,0.0048,96.22420000000032
祭,1752,746.0,0.0048,96.24340000000034
誉,1753,746.0,0.0048,96.23380000000033
谱,1754,746.0,0.0048,96.23860000000033
箭,1755,745.0,0.0048,96.24820000000034
狭,1756,745.0,0.0048,96.25300000000034
饿,1757,745.0,0.0048,96.25780000000034
驱,1758,743.0,0.0048,96.26260000000035
冯,1759,742.0,0.0048,96.26740000000035
脂,1760,742.0,0.0048,96.27220000000035
斥,1761,740.0,0.0048,96.27700000000036
肤,1762,739.0,0.0048,96.28180000000036
椅,1763,736.0,0.0047,96.28650000000036
栽,1764,735.0,0.0047,96.29120000000036
仗,1765,735.0,0.0047,96.29590000000036
墓,1766,734.0,0.0047,96.30060000000036
舅,1767,731.0,0.0047,96.31470000000036
碱,1768,731.0,0.0047,96.31000000000036
兽,1769,731.0,0.0047,96.30530000000036
锁,1770,730.0,0.0047,96.31940000000036
喂,1771,729.0,0.0047,96.32410000000036
抛,1772,729.0,0.0047,96.32880000000036
苍,1773,728.0,0.0047,96.33350000000036
臂,1774,728.0,0.0047,96.33820000000036
溪,1775,727.0,0.0047,96.34290000000036
胖,1776,726.0,0.0047,96.34760000000036
伐,1777,724.0,0.0047,96.35700000000035
汪,1778,724.0,0.0047,96.35230000000035
刷,1779,723.0,0.0046,96.36160000000035
稿,1780,722.0,0.0046,96.36620000000035
绳,1781,719.0,0.0046,96.37080000000034
剪,1782,718.0,0.0046,96.38000000000034
唤,1783,718.0,0.0046,96.37540000000034
凶,1784,717.0,0.0046,96.38460000000033
邮,1785,716.0,0.0046,96.38920000000033
齿,1786,715.0,0.0046,96.39380000000033
尝,1787,715.0,0.0046,96.39840000000032
漠,1788,714.0,0.0046,96.40300000000032
怨,1789,712.0,0.0046,96.40760000000031
络,1790,712.0,0.0046,96.41220000000031
撤,1791,711.0,0.0046,96.41680000000031
撒,1792,711.0,0.0046,96.4214000000003
筹,1793,710.0,0.0046,96.4260000000003
幽,1794,709.0,0.0046,96.4306000000003
渗,1795,709.0,0.0046,96.4352000000003
蛇,1796,708.0,0.0046,96.43980000000029
诱,1797,707.0,0.0045,96.44430000000028
抚,1798,705.0,0.0045,96.44880000000028
磷,1799,704.0,0.0045,96.45330000000027
逆,1800,703.0,0.0045,96.45780000000026
牵,1801,701.0,0.0045,96.46230000000025
诊,1802,700.0,0.0045,96.46680000000025
惨,1803,699.0,0.0045,96.47130000000024
抖,1804,699.0,0.0045,96.47580000000023
庙,1805,699.0,0.0045,96.48030000000023
株,1806,699.0,0.0045,96.48480000000022
浑,1807,696.0,0.0045,96.48930000000021
驶,1808,695.0,0.0045,96.4938000000002
泼,1809,695.0,0.0045,96.4983000000002
厌,1810,692.0,0.0045,96.50730000000019
怜,1811,692.0,0.0045,96.50280000000019
疲,1812,691.0,0.0044,96.51170000000019
厘,1813,690.0,0.0044,96.5161000000002
叙,1814,690.0,0.0044,96.5205000000002
嫁,1815,687.0,0.0044,96.5293000000002
跨,1816,687.0,0.0044,96.5249000000002
惠,1817,685.0,0.0044,96.54250000000022
哀,1818,685.0,0.0044,96.53810000000021
胃,1819,685.0,0.0044,96.53370000000021
蜜,1820,683.0,0.0044,96.54690000000022
梯,1821,683.0,0.0044,96.55130000000023
诺,1822,681.0,0.0044,96.55570000000023
悠,1823,680.0,0.0044,96.56010000000023
滩,1824,680.0,0.0044,96.56450000000024
笼,1825,678.0,0.0044,96.56890000000024
添,1826,678.0,0.0044,96.57330000000024
陪,1827,676.0,0.0043,96.57760000000025
挨,1828,674.0,0.0043,96.58190000000025
拳,1829,673.0,0.0043,96.58620000000025
晃,1830,671.0,0.0043,96.59480000000025
寂,1831,671.0,0.0043,96.59910000000025
倡,1832,671.0,0.0043,96.60340000000025
催,1833,671.0,0.0043,96.59050000000025
朴,1834,670.0,0.0043,96.60770000000025
郁,1835,666.0,0.0043,96.61200000000025
脊,1836,663.0,0.0043,96.61630000000025
扇,1837,661.0,0.0043,96.62060000000025
仓,1838,661.0,0.0043,96.62490000000025
魔,1839,661.0,0.0043,96.62920000000025
哎,1840,660.0,0.0042,96.63760000000025
蓄,1841,660.0,0.0042,96.63340000000025
棵,1842,659.0,0.0042,96.64180000000025
胀,1843,658.0,0.0042,96.65020000000024
眠,1844,658.0,0.0042,96.64600000000024
劣,1845,657.0,0.0042,96.65440000000024
秩,1846,655.0,0.0042,96.65860000000023
塘,1847,654.0,0.0042,96.66280000000023
孟,1848,653.0,0.0042,96.67120000000023
媳,1849,653.0,0.0042,96.66700000000023
廷,1850,652.0,0.0042,96.67540000000022
铃,1851,650.0,0.0042,96.67960000000022
胎,1852,650.0,0.0042,96.68380000000022
抹,1853,648.0,0.0042,96.68800000000022
吵,1854,648.0,0.0042,96.69220000000021
肢,1855,647.0,0.0042,96.69640000000021
拾,1856,647.0,0.0042,96.70060000000021
聪,1857,646.0,0.0042,96.7048000000002
寨,1858,646.0,0.0042,96.7090000000002
翠,1859,645.0,0.0041,96.7131000000002
赫,1860,642.0,0.0041,96.71720000000019
尿,1861,641.0,0.0041,96.72130000000018
疼,1862,640.0,0.0041,96.72540000000018
览,1863,639.0,0.0041,96.72950000000017
狼,1864,638.0,0.0041,96.73360000000017
轴,1865,635.0,0.0041,96.73770000000016
锦,1866,635.0,0.0041,96.74180000000015
夸,1867,634.0,0.0041,96.74590000000015
剑,1868,633.0,0.0041,96.75000000000014
牺,1869,633.0,0.0041,96.75410000000014
翼,1870,633.0,0.0041,96.75820000000013
卧,1871,632.0,0.0041,96.76230000000012
曼,1872,629.0,0.004,96.77030000000013
姆,1873,629.0,0.004,96.76630000000013
匠,1874,628.0,0.004,96.77430000000014
熊,1875,627.0,0.004,96.78230000000015
搜,1876,627.0,0.004,96.77830000000014
盈,1877,624.0,0.004,96.78630000000015
覆,1878,623.0,0.004,96.79030000000016
唇,1879,621.0,0.004,96.79430000000016
驾,1880,620.0,0.004,96.79830000000017
腺,1881,618.0,0.004,96.80230000000017
辅,1882,617.0,0.004,96.80630000000018
枯,1883,616.0,0.004,96.81030000000018
鞭,1884,615.0,0.004,96.81430000000019
翅,1885,614.0,0.0039,96.81820000000019
喘,1886,614.0,0.0039,96.82210000000019
肝,1887,611.0,0.0039,96.82600000000019
掘,1888,610.0,0.0039,96.8299000000002
歪,1889,609.0,0.0039,96.8338000000002
欺,1890,608.0,0.0039,96.8377000000002
疆,1891,608.0,0.0039,96.8416000000002
赋,1892,608.0,0.0039,96.8455000000002
婶,1893,607.0,0.0039,96.8494000000002
畅,1894,606.0,0.0039,96.8533000000002
葡,1895,605.0,0.0039,96.8572000000002
脾,1896,605.0,0.0039,96.8611000000002
哼,1897,604.0,0.0039,96.86500000000021
柜,1898,603.0,0.0039,96.86890000000021
兔,1899,602.0,0.0039,96.87280000000021
顽,1900,601.0,0.0039,96.87670000000021
藻,1901,600.0,0.0039,96.88060000000021
鸭,1902,600.0,0.0039,96.88450000000022
页,1903,599.0,0.0039,96.90400000000022
谐,1904,599.0,0.0039,96.90010000000022
侦,1905,599.0,0.0039,96.89620000000022
仇,1906,599.0,0.0039,96.88840000000022
睁,1907,599.0,0.0039,96.89230000000022
茫,1908,598.0,0.0038,96.92680000000021
拼,1909,598.0,0.0038,96.90780000000022
炭,1910,598.0,0.0038,96.91160000000022
锡,1911,598.0,0.0038,96.91540000000022
弦,1912,598.0,0.0038,96.91920000000022
滋,1913,598.0,0.0038,96.92300000000021
锻,1914,596.0,0.0038,96.93440000000021
脆,1915,596.0,0.0038,96.93060000000021
裤,1916,594.0,0.0038,96.9420000000002
卢,1917,594.0,0.0038,96.93820000000021
萌,1918,592.0,0.0038,96.9458000000002
骤,1919,591.0,0.0038,96.9496000000002
悦,1920,590.0,0.0038,96.9534000000002
氮,1921,589.0,0.0038,96.9572000000002
葬,1922,589.0,0.0038,96.9610000000002
棒,1923,588.0,0.0038,96.9648000000002
渠,1924,588.0,0.0038,96.9686000000002
诞,1925,588.0,0.0038,96.97240000000019
